to die|morire|337|2.50
to make a call|fare una telefonata|363|2.16
to attend|assistere|314|2.50
to ring|suonare|368|2.50
to turn off|spegnere|6|2.00
to destroy|demolire|347|2.10
to study|studiare|6|2.00
to walk|camminare|304|2.18
to look like|assomigliare|333|2.10
to ask for|chiedere|369|2.50
to absorb|assorbire|6|2.00
to choose|scegliere|367|2.10
to come from/to proceed|provenire|365|2.10
to come|venire|372|2.50
to be pleasing to|piacere a|371|2.16
to realize|rendersi conto|346|2.50
to jump|saltare|349|2.10
to find|trovare|360|2.50
to type|battere a macchina|6|2.00
to invite|invitare|336|2.50
to overflow|straripare|6|2.00
to lose/to miss|perdere|6|2.00
to walk/to stroll|passeggiare|6|2.00
to wait for/to expect|aspettare|365|2.50
to mix|mescolare|363|2.10
to share|condividere|296|2.10
to clean|pulire|324|2.50
to smile|sorridere|346|2.10
to insert|inserire|315|2.50
to run|correre|344|2.50
to get off (a train/bus)|scendere|332|2.50
to accept|accettare|356|2.50
to love|amare/volere bene|342|2.50
to ride a horse|andare a cavallo|311|2.50
to get close to|avvicinarsi|335|2.10
to hate|odiare|346|2.50
to compare|paragonare|321|2.50
to inform|informare|330|2.50
to remove|rimuovere|305|2.10
to adopt|adottare|6|2.00
to have just finished|avere appena finito|324|2.10
to drop|lasciar cadere|353|2.10
to be|essere|301|2.50
to get tired|stancarsi|6|2.00
to recommend|raccomandare|369|2.50
to draw|disegnare|321|2.10
to invent|inventare|330|2.50
to joke|scherzare|367|2.50
to hear/to tell|sentire|6|2.00
to ring|suonare|370|2.50
to sell|vendere|372|2.50
to separate|separare|310|2.50
to return|tornare|310|2.10
to heat|riscaldare|6|2.00
to stop|fermare|350|2.50
to order|ordinare|349|2.50
to help|sovvenire|378|1.96
to unlock|aprire con la chiave|332|2.00
to accredit|accreditare|6|2.00
to calm|calmare|6|2.00
to operate|operare|6|2.00
to measure|misurare|6|2.00
to be (temporary state)|stare|367|2.50
to have|avere|6|2.00
to decorate|decorare|364|2.50
to send/to ship|spedire|359|2.10
to continue|continuare|331|2.50
to guide|guidare|6|2.00
to enter|entrare|385|2.50
to laugh|ridere|6|2.00
to play (a sport)|giocare|348|2.50
to open|aprire|6|2.00
to appear|apparire|6|2.00
to whistle|fischiare|6|2.00
to happen|capitare|374|1.56
to calculate|calcolare|6|2.00
to wet|inumidire|6|2.00
to move|muovere|339|2.50
to applaud|applaudire|6|2.00
to ask a question|fare una domanda|392|2.50
to search|ricercare|6|2.00
to fix|riparare|339|2.50
to stay|restare|377|2.50
to sunbathe (take the sun)|prendere il sole|6|2.00
to breathe|respirare|371|2.50
to sustain/to support|sostenere|6|2.00
to kiss|baciare|6|2.00
to catch|acchiappare|372|2.10
to turn|voltare|6|2.00
to cut|tagliare|6|2.00
to add|aggiungere|393|2.10
to bleed|sanguinare|346|2.50
to take away|portar via|6|2.00
to look for|cercare|364|2.50
to undress|spogliarsi|6|2.00
to cultivate|coltivare|6|2.00
to withdraw|ritirare|6|2.00
to return|ritornare|355|2.50
to deposit|depositare|6|2.00
to remember|ricordare|6|2.00
to sink|affondare|6|2.00
to dry|asciugare|6|2.00
to get in (a train/bus)|salire|405|2.10
to drive|guidare|6|2.00
to baptize|battezzare|6|2.00
to go out with friends|uscire con gli amici|375|1.74
to have to (must)|dovere|6|2.00
to have breakfast|fare colazione|6|2.00
to swear|piurare|6|2.00
to plan|progettare|6|2.00
to fix/to fasten|riparare/chiudere|6|2.00
to sweep|spazzare|6|2.00
to promise|promettere|6|2.00
to force|obbligare|6|2.00
to stay|rimanere|6|2.00
to have to|dovere|6|2.00
to go crazy|impazzire|6|2.00
to learn|imparare|6|2.00
to swim|nuotare|6|2.00
to be burned|scottarsi|6|2.00
to look at/to watch|guardare|6|2.00
to ruin|rovinare|6|2.00
to attach|attaccare|410|2.10
to give advice|consigliare|6|2.00
to say/to tell|dire|393|2.50
to charm|affascinare|6|2.00
to arrive|arrivare|6|2.00
to reward|ricompensare|6|2.00
to flatter|lusingare|6|2.00
to throw|tirare|6|2.00
to consult|consultare|6|2.00
to season|condire|6|2.00
to be born|nascere|6|2.00
to give back|rendere|6|2.00
to offer|offrire|6|2.00
to injure|ferire|6|2.00
to chase|inseguire|403|2.10
to fight|lottare|6|2.00
to recognize|riconoscere|6|2.00
to soften|ammorbidire|6|2.00
to skate|pattinare|6|2.00
to obtain|ottenere|438|2.10
to observe|osservare|6|2.00
to bathe|fare un bagno|6|2.00
to know (a fact)|sapere|6|2.00
to snow|nevicare|6|2.00
to meet|incontrare|6|2.00
to end|terminare|6|2.00
to convince|convincere|6|2.00
to be well|stare bene|424|1.56
to support/to bear|sostenere/sopportare|6|2.00
to cure|curare|6|2.00
to dig|scavare|6|2.00
to caress|accarezzare|6|2.00
to divide|dividere|6|2.00
to know (a person or place)|conoscere|6|2.00
to be able to|potere|6|2.00
to be tired|essere stanco/essere stanca|453|2.10
to dress|vestirsi|6|2.00
to escape|fuggire|6|2.00
to push|spingere|6|2.00
to condemn|condannare|442|2.10
to stick|incollare|6|2.00
to start|cominciare|6|2.00
to grow|crescere|6|2.00
to iron|stirare|438|2.10
to roll|rotolare|6|2.00
to credit|accreditare|6|2.00
to turn/to fold|girare/piegare|6|2.00
to apologize|scusarsi|6|2.00
to begin|cominciare|6|2.00
to taste|assaggiare|6|2.00
to lean|appoggiare|6|2.00
to give|dare|6|2.00
to take off|decollare|6|2.00
to go shopping|fare lo shopping|6|2.00
to bother|infastidire|6|2.00
to hesitate|esitare|6|2.00
to stay|stare|6|2.00
to insure|assicurare|6|2.00
to hit|colpire|6|2.00
to disappear|scomparire|6|2.00
to mix|mischiare|6|2.00
to become|diventare|6|2.00
to shake|scuotere|6|2.00
to try|provare|6|2.00
to dream|sognare|6|2.00
to suppose|supporre|6|2.00
to cook|cucinare|6|2.00
to occur/to come about|avvenire|6|2.00
to announce|annunciare|6|2.00
to faint|svenire|6|2.00
to fry|friggere|459|1.56
to base/to establish|fondare|6|2.00
to sew|cucire|6|2.00
to paint|pitturare|6|2.00
to risk|rischiare|6|2.00
to buy|comprare|6|2.00
to employ|impiegare|6|2.00
to cool|raffreddare|6|2.00
to care for/to cure|curare|6|2.00
to help|aiutare|6|2.00
to break|rompere|6|2.00
to do/to make|fare|6|2.00
to trade|commerciare|6|2.00
to fight|combattere|6|2.00
to agree|acconsentire|6|2.00
to doubt|dubitare|6|2.00
to cry|piangere|6|2.00
to admit|ammettere|6|2.00
to talk/speak|parlare|6|2.00
to wait in line|fare la coda|6|2.00
to sneeze|starnutire|6|2.00
to last|durare|6|2.00
to grab|afferrare|6|2.00
to accomplish|compiere|6|2.00
to accuse|accusare|6|2.00
to entertain|intrattenere|509|2.20
to ice skate|pattinare su ghiaccio|38|1.80
to cut|tagliare|574|2.20
to get sick|ammalarsi|530|2.20
to win|vincere|548|2.28
to injure|ferire|566|2.28
to be fed up (with)|essere stufo di/essere stufa di|550|2.10
to spend|spendere|722|2.60
to lie|mentire|572|2.10
to take a shower|fare la doccia|544|2.16
to raise|elevare|621|2.20
to finish|finire|740|2.60
to humiliate|umiliare|591|2.20
to conclude|concludere|711|2.60
to affirm|affermare|727|2.60
to kick|dare calci|560|2.20
to sew|cucire|637|2.20
to comb|pettinare|821|2.60
to die|morire|791|2.60
to return|ritornare|770|2.60
to bring/to carry|portare|803|2.60
to go to the movies|andare al cinema|724|2.60
to see|vedere|810|2.60
to read|leggere|795|2.60
to brake|frenare|646|2.20
to answer|rispondere|822|2.60
to cost|costare|867|2.60
to rain|piovere|814|2.60
to show|mostrare|802|2.60
to improve|migliorare|644|2.20
to love/to want|volere|770|2.60
to withhold/to detain|trattenere|631|2.20
to reunite|riunire|832|2.60
to listen|ascoltare|841|2.60
to call|chiamare|783|2.60
to remain/to stay|rimanere|555|2.10
