the xenophobes|gli xenofobi|306|2.50
big|grande|219|2.02
Their car's in the street, but yours is in the garage(, Madam).|La loro auto è in strada, ma la Sua è in garage, Signora.|6|2.00
a teacher (female)|un'insegnante|272|2.34
the chefs|gli chef|326|2.50
beach|la spiaggia|352|2.50
These books are yours(, Professor/ Sir).|Professore, questi libri sono i Suoi.|6|2.00
This room is yours(, Mr and Mrs Bianco).|Questa stanza è la Vostra, Signori Bianco.|6|2.00
the Italian waitress|la cameriera italiana|164|1.78
a yuppie|uno yuppie|285|2.34
the singers [male or mixed]|i cantanti|312|2.50
the new houses|le case nuove|167|1.78
a girl|una ragazza|302|2.50
(This room is yours, Mr and Mrs Bianco.)|(Questa stanza è la Loro, Signori Bianco.)|6|2.00
Mrs/Ms Urbani is kind.|La Signora Urbani è gentile.|231|1.64
We're going in the/a car.|Andiamo in macchina.|234|1.96
beginning|l'inizio|361|2.10
a room|una stanza|305|2.50
the (female) teachers|le insegnanti|309|2.50
key|la chiave|367|2.28
evenings|le sere|360|2.06
Time flies.|Il tempo vola.|260|1.96
The computer and the printer are new.|Il computer e la stampante sono nuovi.|260|1.88
the yuppies|gli yuppie|317|2.50
The bathroom and the kitchen are small.|Il bagno e la cucina sono piccoli.|257|2.18
the (female) athletes|le atlete|295|2.18
pairs|le paia|282|1.48
the hotels|gli hotel|320|2.28
that girl|quella ragazza|255|2.02
I'm a student.|Sono studente.|254|2.02
I love rock music/holidays.|Amo la musica rock/le vacanze.|240|1.64
She hasn't got a husband.|Non ha marito.|256|2.18
pockets|le tasche|331|1.94
the (male) singer|il cantante|320|2.50
a singer (male)|un cantante|281|2.18
the Italian waitresses|le cameriere italiane|190|1.94
Unemployment is widespread.|La disoccupazione è diffusa.|252|1.94
the uncle|lo zio|335|2.50
the restaurant|il ristorante|337|2.50
a (male) colleague|un collega|325|2.50
the chef|lo chef|340|2.50
This is Anna.|Questa è Anna.|6|2.00
a stewardess|un'hostess|311|2.34
Have you got the books? - Yes, I've got them.|Hai i libri? - Sì, (ce) li ho.|277|2.00
I'm taking Anna to the airport.|Accompagno Anna in aeroporto.|196|1.30
This is my room and that one's yours.|Questa è la tua stanza e quella è la mia.|6|2.00
an ion|uno ione|295|2.34
the senses|i sensi|321|2.28
a psychologist|uno psicologo|314|2.50
the (female) singer|la cantante|320|2.50
Rock music is popular.|La musica rock è popolare.|242|1.58
These are the exercises.|Questi sono gli esercizi.|6|2.00
That is the new computer.|Quello è il nuovo computer.|6|2.00
these girls|queste ragazze|272|2.02
the Juventus fans|gli juventini|326|2.50
(male) colleagues|i colleghi|369|2.28
beginnings|gli inizi|292|1.46
an athlete (female)|un'atleta|287|2.18
lorry|il camion|362|1.88
a (female) colleague|una collega|299|2.18
a car|un'auto|316|2.34
biologist|il biologo|353|2.28
the yuppie|lo yuppie|315|2.12
orange|l'arancia|361|2.50
a teacher (male)|un insegnante|293|2.12
(male) drummer|il batterista|368|2.10
Those are the Alps.|Quelle sono le Alpi.|6|2.00
the strikes|gli scioperi|332|2.28
Sabine and Kurt are German.|Sabine e Kurt sono tedeschi.|288|2.34
These biscuits are nice, but I prefer those.|Questi biscotti sono buoni, ma preferisco quelli.|6|2.00
shower|la doccia|357|2.28
To be|Essere|6|2.00
an experience|un'esperienza|331|2.50
I am|(io) sono|6|2.00
you [sing.] are|(tu) sei|6|2.00
the (female) singers|le cantanti|337|2.50
Carlo is a doctor.|Carlo è medico.|269|1.80
Italian|italiano|277|2.34
the athletes [male or mixed]|gli atleti|328|2.34
a beautiful car|una bella auto|273|2.02
the stewardesses|le hostess|352|2.50
a xenophobe|uno xenofobo|318|2.34
doctors|i medici|369|2.50
a singer (female)|una cantante|313|2.34
the restaurants|i ristoranti|336|2.28
wood|il bosco|369|2.28
he/she/it is|(lui/lei) è|6|2.00
Have you got a driving licence?|Hai la patente?|266|1.78
lie|la bugia|272|2.00
wish|il desiderio|373|2.10
a gnome|uno gnomo|327|2.18
the uncles|gli zii|355|2.50
new|nuovo|288|2.34
the colleagues [male or mixed]|i colleghi|340|2.50
we are|(noi) siamo|6|2.00
wishes|i desideri|362|1.84
you [pl.] are|(voi) siete|6|2.00
stewardess|l'hostess|379|2.28
a restaurant|un ristorante|336|2.50
they are|(loro) sono|6|2.00
To have|Avere|6|2.00
train|il treno|382|2.50
I have/have got|(io) ho|6|2.00
showers|le docce|338|1.90
Have you got an umbrella?|Avete l'ombrello?|271|1.78
a show|uno spettacolo|339|2.34
you [sing.] have/have got|(tu) hai|6|2.00
he/she/it has/has got|(lui/lei) ha|6|2.00
the first car|la prima auto|300|2.18
a sense|un senso|334|2.34
we have/have got|(noi) abbiamo|6|2.00
you [pl.] have/have got|(voi) avete|6|2.00
Good morning, Doctor.|Buongiorno, Dottore.|326|2.34
an uncle|uno zio|348|2.50
a man|un uomo|344|2.34
Excuse me(, Sir).|Scusi, Signore.|328|2.50
they have/have got|(loro) hanno|6|2.00
the new stadium|lo stadio nuovo|323|2.34
Have you got a/your ticket?|Hai il biglietto?|305|1.96
I'm a doctor.|Sono medico.|6|2.00
the teachers [male or mixed]|gli insegnanti|355|2.50
a chef|uno chef|346|2.34
We are cousins.|Siamo cugini.|6|2.00
You are foreigners.|Siete stranieri.|6|2.00
Good morning, Mr Carli!|Buongiorno, Signor Carli!|334|2.34
Paola and Anna are tall.|Paola e Anna sono alte.|6|2.00
virtue|la virtù|377|1.78
an athlete (male)|un atleta|345|2.50
Claudio is my brother.|Claudio è mio fratello.|6|2.00
I've got a mobile phone.|Ho un cellulare.|6|2.00
You have my address.|Hai il mio indirizzo.|6|2.00
They have an exam.|Hanno un esame.|6|2.00
Anna's got a new guitar.|Anna ha una chitarra nuova.|6|2.00
cherry|la ciliegia|299|1.34
I'm a doctor and he's a teacher.|Io sono medico e lui è insegnante.|6|2.00
You've got a nice bike, but I've got a car.|Tu hai una bella bici, ma io ho una macchina.|6|2.00
dad|il papà |399|2.28
He is Paolo, she is Anna.|Lui è Paolo, lei è Anna.|6|2.00
What is it? - It's a key.|Cos'è?' - È una chiave.|6|2.00
a hobby|un hobby|352|2.28
I ate two (of them).|Ne ho mangiati due.|399|2.10
the house|la casa|387|2.50
It's Anna's guitar.|È la chitarra di Anna.|6|2.00
They are Paolo's books.|Sono i libri di Paolo.|6|2.00
a bar|un bar|364|2.50
the men|gli uomini|377|2.50
Are you ready?|Sei pronto?|6|2.00
Are you foreigners?|Siete stranieri?|6|2.00
Have you got my address?|Hai il mio indirizzo?|6|2.00
Have you any Italian friends?|Avete amici italiani?|6|2.00
Have they got an exam?|Hanno un esame?|6|2.00
Claudio is not my brother.|Claudio non è mio fratello.|6|2.00
murmurs|i mormorii|409|2.28
the gnome|lo gnomo|363|1.90
We're not Italian.|Non siamo italiani.|6|2.00
Aren't you foreigners?|Non siete stranieri?|6|2.00
the stewardess|l'hostess|397|2.50
the psychologists|gli psicologi|366|1.96
Haven't you got my address?|Non hai il mio indirizzo?|6|2.00
They don't have an exam.|Non hanno un esame.|6|2.00
How much sugar do you want?|Quanto zucchero vuoi?|413|2.10
We haven't got any Italian friends.|Non abbiamo amici italiani.|6|2.00
I haven't the slightest idea what to give Paola.|Non ho la minima idea di cosa regalare a Paola.|6|2.00
parks|i parchi|406|2.28
Are you students? [noun]|Siete studenti? [noun]|6|2.00
Daniela is a doctor. [noun]|Daniela è medico. [noun]|6|2.00
Are you and Anna cousins? [noun]|Tu e Anna siete cugini? [noun]|6|2.00
You are kind! [adjective]|Siete gentili! [adjective]|6|2.00
Paul's friends are Italian. [adjective]|Gli amici di Paul sono italiani. [adjective]|6|2.00
Have you got the book?|Hai il libro?|6|2.00
I haven't time.|Non ho tempo.|6|2.00
We have a lot of friends.|Abbiamo molti amici.|6|2.00
They have a big house.|Hanno una casa grande.|6|2.00
Paolo and I have got a car.|Paolo e io abbiamo una macchina.|6|2.00
to be hot|avere caldo|6|2.00
to be hungry|avere fame|6|2.00
to be cold|avere freddo|6|2.00
to be afraid|avere paura|6|2.00
to be right|avere ragione|6|2.00
pensions|le pensioni|344|2.00
to be thirsty|avere sete|6|2.00
to be sleepy|avere sonno|6|2.00
to be wrong|avere torto|6|2.00
fingers|le dita|422|2.10
to be in a hurry|avere fretta|6|2.00
We are hungry.|Abbiamo fame.|6|2.00
You're right!|Avete ragione!|6|2.00
eggs|le uova|412|1.90
Marina is in a hurry.|Marina ha fretta.|6|2.00
Are you thirsty(, Madam)?|(Lei) ha sete, Signora?|6|2.00
Aren't you cold, Claudia?|Non hai freddo, Claudia?|6|2.00
Francesca ha 17 anni.|Francesca is 17 (years old).|6|2.00
Il figlio di Gianni ha un anno.|Gianni's son is one.|6|2.00
Quanti anni hai?|How old are you?|6|2.00
mile|il miglio|396|1.62
There's a letter for you.|C'è una lettera per te.|6|2.00
There's little/not much time.|C'è poco tempo.|6|2.00
There's plenty of time!|C'è molto tempo!|6|2.00
There's a problem.|C'è un problema.|6|2.00
There are two entrances.|Ci sono due ingressi.|6|2.00
There are a lot of customers in the shop.|Nel negozio ci sono molti clienti.|6|2.00
Luisa's on the phone.|C'è Luisa al telefono.|6|2.00
trains|i treni|449|2.28
Your friends are waiting for you.|Ci sono i tuoi amici che ti aspettano.|6|2.00
Paraguay|il Paraguay|450|2.10
Is Professor Gatti there/anywhere/around?|C'è il Professor Gatti?|6|2.00
Is there a lot of traffic?|C'è molto traffico?|6|2.00
How many entrances are there?|Quanti ingressi ci sono?|6|2.00
There is no time.|Non c'è tempo.|6|2.00
There is no class tomorrow.|Domani non c'è lezione.|6|2.00
There aren't any customers.|Non ci sono clienti.|6|2.00
Is there no time?|Non c'è tempo?|6|2.00
Aren't there any customers?|Non ci sono clienti?|6|2.00
There is nobody.|Non c'è nessuno.|6|2.00
miles|le miglia|409|1.80
There is no pharmacy.|Non ci sono farmacie.|6|2.00
(female) pianists|le pianiste|423|1.78
There is no school.|Non ci sono scuole.|6|2.00
(about) a hundred|il centinaio|441|2.10
There are no artists in my family.|Non ci sono artisti nella mia famiglia.|6|2.00
My father works for the BBC.|Mio padre lavora per la BBC.|6|2.00
My father's working in the garden.|Mio padre lavora in giardino.|6|2.00
Normally I watch TV.|Di solito guardo la televisione.|6|2.00
I'm watching TV this evening.|Stasera guardo la televisione.|6|2.00
the psychologist|lo psicologo|374|1.52
I don't watch TV.|Non guardo la televisione.|6|2.00
Why don't you watch TV?|Perché non guardi la televisione?|6|2.00
I'm not watching TV this evening.|Stasera non guardo la televisione.|6|2.00
(about) a thousand|il migliaio|396|1.56
Why aren't you watching TV this evening?|Perché non guardi la televisione stasera?|6|2.00
The train leaves/is leaving in five minutes.|Il treno parte fra cinque minuti.|6|2.00
I am leaving tomorrow.|Parto domani.|6|2.00
Tomorrow morning I'm taking Luca to the station.|Domani mattina porto Luca alla stazione.|6|2.00
the show|lo spettacolo|423|2.10
Next summer I'm going to work with my uncle.|L'estate prossima lavoro con mio zio.|6|2.00
thousands|le migliaia|411|1.52
We've been working here for a month.|Lavoriamo qui da un mese.|6|2.00
My cousin has been living in Rome for three years.|Mio cugino abita a Roma da tre anni.|6|2.00
I have known Giulia for three years.|Conosco Giulia da tre anni.|6|2.00
I haven't seen Dario for months.|Non vedo Dario da mesi.|6|2.00
to speak|parlare|6|2.00
I speak|(io) parlo|6|2.00
you speak|(tu) parli|6|2.00
he/she/it speaks|(lui/lei) parla|6|2.00
we speak|(noi) parliamo|6|2.00
crises|le crisi|449|1.84
they speak|(loro) parlano|6|2.00
Andrea and Carla work in Italy.|Andrea e Carla lavorano in Italia.|6|2.00
pair|il paio|463|2.04
I speak Italian.|Parlo italiano.|6|2.00
You talk a lot!|Parlate molto!|6|2.00
We live in Genoa.|Abitiamo a Genova.|6|2.00
sports|gli sport|459|1.90
to look for|cercare|6|2.00
I look for|(io) cerco|6|2.00
you look for|(tu) cerchi|6|2.00
he/she/it looks for|(lui/lei) cerca|6|2.00
hundreds|le centinaia|420|1.58
we look for|(noi) cerchiamo|6|2.00
motorbike|la moto|470|2.04
they look for|(loro) cercano|6|2.00
to pay|pagare|6|2.00
I pay|(io) pago|6|2.00
you pay|(tu) paghi|6|2.00
he/she/it pays|(lui/lei) paga|6|2.00
we pay|(noi) paghiamo|6|2.00
they pay|(loro) pagano|6|2.00
Are you looking for Marco?|Cerchi Marco?|6|2.00
We play football.|Giochiamo a pallone.|6|2.00
Why are you arguing with your brother?|Perché litighi con tuo fratello?|6|2.00
We always pay the bill!|Paghiamo sempre il conto!|6|2.00
to start/begin|cominciare|6|2.00
I start/begin|(io) comincio|6|2.00
you start/begin|(tu) cominci|6|2.00
he/she/it starts/begins|(lui/lei) comincia|6|2.00
we start/begin|(noi) cominciamo|6|2.00
they start/begin|(loro) cominciano|6|2.00
When do you start school?|Quando cominci la scuola?|6|2.00
We're starting the game.|Cominciamo la partita.|6|2.00
You eat too much!|Mangi troppo!|6|2.00
This evening we're eating out.|Stasera mangiamo fuori.|6|2.00
That's Luisa on the phone.|C'è Luisa al telefono.|487|1.84
to eat|mangiare|6|2.00
I eat|(io) mangio|6|2.00
name/noun|il nome|514|2.28
you eat|(tu) mangi|6|2.00
he/she/it eats|(lui/lei) mangia|6|2.00
we eat|(noi) mangiamo|6|2.00
Where's Anna? - I don't know.|Dov'è Anna? - No lo so.|516|2.06
they eat|(loro) mangiano|6|2.00
to take/get|prendere|6|2.00
I take/get|(io) prendo|6|2.00
you take/get|(tu) prendi|6|2.00
he/she/it takes/gets|(lui/lei) prende|6|2.00
we take/get|(noi) prendiamo|6|2.00
they take/get|(loro) prendono|6|2.00
I'm taking the next train.|Prendo il prossimo treno.|6|2.00
We take this road.|Prendiamo questa strada.|6|2.00
Anna is writing a letter.|Anna scrive una lettera.|6|2.00
Marco and Martina laugh a lot.|Marco e Martina ridono molto.|6|2.00
to win|vincere|6|2.00
I win|(io) vinco|6|2.00
you win|(tu) vinci|6|2.00
he/she/it wins|(lui/lei) vince|6|2.00
we win|(noi) vinciamo|6|2.00
they win|(loro) vincono|6|2.00
photos|le foto|515|2.12
to know/to be familiar with|conoscere|6|2.00
I know|(io) conosco|6|2.00
you know|(tu) conosci|6|2.00
he/she/it knows|(lui/lei) conosce|6|2.00
we know|(noi) conosciamo|6|2.00
they know|(loro) conoscono|6|2.00
to read|leggere|6|2.00
I read|(io) leggo|6|2.00
you read|(tu) leggi|6|2.00
he/she/it reads|(lui/lei) legge|6|2.00
we read|(noi) leggiamo|6|2.00
oranges|le arance|467|1.74
they read|(loro) leggono|6|2.00
biologists|i biologi|471|1.74
He/she always wins.|Vince sempre.|6|2.00
wave|la onda|552|2.28
I don't know your parents.|Non conosco i tuoi genitori.|6|2.00
They're reading the paper.|Leggono il giornale.|6|2.00
I never cry.|Non piango mai.|6|2.00
to leave|partire|6|2.00
I leave|(io) parto|6|2.00
you leave|(tu) parti|6|2.00
he/she/it leaves|(lui/lei) parte|6|2.00
(male/female) customer|il/la cliente|538|1.90
(female) friends|le amiche|506|1.84
we leave|(noi) partiamo|6|2.00
they leave|(loro) partono|6|2.00
The train leaves at eight.|Il treno parte alle 8.00.|6|2.00
My friends are leaving tomorrow.|I miei amici partono domani.|6|2.00
My sister is sleeping/asleep.|Mia sorella dorme.|6|2.00
Every morning we open the windows.|Tutte le mattine apriamo le finestre.|6|2.00
to understand|capire|6|2.00
I understand|(io) capisco|6|2.00
you understand|(tu) capisci|6|2.00
he/she/it understands|(lui/lei) capisce|6|2.00
we understand|(noi) capiamo|6|2.00
they understand|(loro) capiscono|6|2.00
uncles|gli zii|542|2.06
(female) friend|l'amica|515|1.74
Marina understands everything.|Marina capisce tutto.|6|2.00
The lesson/class finishes at 1 p.m.|La lezione finisce alle 13.00.|6|2.00
I prefer speaking/to speak Italian.|Preferisco parlare italiano.|6|2.00
Is Carla staying at home?|Carla resta a casa?|6|2.00
Do you always take the camera?|Prendi sempre la macchina fotografica?|6|2.00
When are you leaving?|Quando partite?|6|2.00
Do you understand everything?|Capisci tutto?|6|2.00
I don't speak Italian.|Non parlo italiano.|6|2.00
We're not taking the camera.|Non prendiamo la macchina fotografica.|6|2.00
Aren't Giulia and Susanna leaving?|Giulia e Susanna non partono?|6|2.00
He/she doesn't understand anything.|Non capisce niente.|6|2.00
Do you speak Italian?|(Lei) Parla italiano?|6|2.00
Aren't you taking a taxi, Professor Masi?|Non prende un taxi, Professor Masi?|6|2.00
Are you leaving(, Mr and Mrs Bianco)?|Partite, Signori Bianco?|6|2.00
to know|sapere|6|2.00
you know [plural]|sapete|6|2.00
to go|andare|6|2.00
I go|vado|6|2.00
you go|vai|6|2.00
he/she/it goes|va|6|2.00
motorbikes|le moto|566|2.28
we go|andiamo|6|2.00
you go [plural]|andate|6|2.00
they go|vanno|6|2.00
to go out|uscire|6|2.00
I go out|esco|6|2.00
you go out|esci|6|2.00
he/she/it goes out|esce|6|2.00
we go out|usciamo|6|2.00
you go out [plural]|uscite|6|2.00
they go out|escono|6|2.00
to come|venire|6|2.00
I come|vengo|6|2.00
you come|vieni|6|2.00
he/she/it comes|viene|6|2.00
we come|veniamo|6|2.00
kiss|il bacio|584|2.16
you come [plural]|venite|6|2.00
they come|vengono|6|2.00
to have to (must)|dovere|6|2.00
I must|devo|6|2.00
you must|devi|6|2.00
he/she/it must|deve|6|2.00
we must|dobbiamo|6|2.00
you must [plural]|dovete|6|2.00
they must|devono|6|2.00
to be able to|potere (can/may/to be able)|6|2.00
I may|posso|6|2.00
you may|puoi|6|2.00
he/she/it may|può|6|2.00
we may|possiamo|6|2.00
you may [plural]|potete|6|2.00
they may|possono|6|2.00
to wish/to want|volere|6|2.00
I want|voglio|6|2.00
you want|vuoi|6|2.00
he/she/it want|vuole|6|2.00
we want|vogliamo|6|2.00
wives|le mogli|595|2.00
new wave|la new wave|608|2.38
you want [plural]|volete|6|2.00
they want|vogliono|6|2.00
to say/to tell|dire|6|2.00
I say|dico|6|2.00
woods|i boschi|577|2.06
you say|dici|6|2.00
he/she/it says|dice|6|2.00
we say|diciamo|6|2.00
you say [plural]|dite|6|2.00
they say|dicono|6|2.00
to do/to make|fare|6|2.00
systems|i sistemi|609|2.22
I do|faccio|6|2.00
you do|fai|6|2.00
he/she/it does|fa|6|2.00
we do|facciamo|6|2.00
game|il gioco|598|2.22
you do [plural]|fate|6|2.00
games|i giochi|593|2.06
cars|le auto|594|2.04
man|l'uomo|624|2.38
Spain|la Spagna|598|2.04
they do|fanno|6|2.00
email message|la mail|623|2.22
to drink|bere|6|2.00
line, ruler|la riga|627|2.16
I drink|bevo|6|2.00
you drink|bevi|6|2.00
egg|l'uovo|609|2.22
he/she/it drinks|beve|6|2.00
we drink|beviamo|6|2.00
production|la produzione|629|2.22
you drink [plural]|bevete|6|2.00
they drink|bevono|6|2.00
to succeed/to manage|riuscire|6|2.00
I succeed/manage|riesco|6|2.00
you succeed/manage|riesci|6|2.00
he/she/it suceeds/manages|riesce|6|2.00
we succeed/manage|riusciamo|6|2.00
you succeed/manage [plural]|riuscite|6|2.00
they succeed/manage|riescono|6|2.00
What are you doing?|Cosa fai?|6|2.00
How are you? - I'm fine, thank you.|Come stai? - Sto bene, grazie.|6|2.00
virtues|le virtù|621|2.06
My aunt lives in Bologna.|Mia zia sta a Bologna.|6|2.00
I'm going to the cinema.|Vado al cinema.|6|2.00
I'm not going out tonight.|Stasera non esco.|6|2.00
I'm leaving early tomorrow.|Domani esco presto.|6|2.00
system|il sistema|635|2.22
the room|la stanza|605|2.22
I can't understand.|Non riesco a capire.|6|2.00
I can't manage to close the door.|Non riesco a chiudere la porta.|6|2.00
Now you know everything.|Adesso sapete tutto.|6|2.00
We already know that there is a strike tomorrow.|Sappiamo giù che c'è sciopero domani.|6|2.00
Do you know what time it is?|Sai che ora è?|6|2.00
Do you know why?|Sai perché?|6|2.00
I don't know what to do.|Non so che cosa fare.|6|2.00
cities|le città |639|2.22
I know the rules of the game.|Conosco le regole del gioco.|6|2.00
I (have) met Pia's father.|Ho conosciuto il padre di Pia.|6|2.00
I don't know your boyfriend.|Non conosco il tuo ragazzo.|6|2.00
Do you know this town?|Conosci questa città?|6|2.00
Dobbiamo fare gli esercizi.|We've got to do the exercises.|6|2.00
sport|lo sport|639|2.06
the (male) athlete|l'atleta|684|2.40
the (female) athlete|l'atleta|684|2.40
Posso parlare con Luigi?|May I talk to Luigi?|6|2.00
radios|le radio|646|2.38
Puoi telefonare domani.|You can phone tomorrow.|6|2.00
Non vogliono uscire.|They don't want to go out.|6|2.00
I can swim. [i.e. I know how to]|So nuotare.|6|2.00
Paolo can't dance. [i.e. he doesn't know how to]|Paolo non sa ballare.|6|2.00
Can you/Do you know how to use that scanner?|Sai usare quello scanner?|6|2.00
nights|le notti|667|2.16
to produce|produrre|6|2.00
I produce|(io) produco|6|2.00
you produce|(tu) produci|6|2.00
he/she/it produces|(lui/lei) produce|6|2.00
we produce|(noi) produciamo|6|2.00
(female) colleague|la collega|651|1.96
they produce|(loro) producono|6|2.00
This factory produces cars.|Questa fabbrica produce automobili.|6|2.00
They translate from French.|Traducono dal francese.|6|2.00
slowly|lentamente|6|2.00
quickly|rapidamente|6|2.00
(female) colleagues|le colleghe|655|2.22
simply|semplicemente|6|2.00
frequently|frequentemente|6|2.00
kindly, politely|gentilmente|6|2.00
usefully|utilmente|6|2.00
mainly|maggiormente|6|2.00
regularly|regolarmente|6|2.00
The weather changes quickly.|Il tempo cambia rapidamente.|6|2.00
Granny walks slowly.|La nonna cammina lentamente.|6|2.00
Enrico always answers politely.|Enrico risponde sempre gentilmente.|6|2.00
I do my homework regularly.|Faccio i compiti regolarmente.|6|2.00
enough/fairly/rather/quite|abbastanza|6|2.00
still|ancora|6|2.00
well|bene|6|2.00
wife|la moglie|676|2.22
